Time,Unsubtracted Weight,Baseline Weight,Program Temperature,Sample Temperature,Approx. Gas Flow,Unsubtracted Delta T,Baseline Delta T,Unsubtracted Heat Flow,Baseline Heat Flow,Heat Flow Calibration,Unsubstracted Microvolt,R25 Diagnostic Signal, 
0.052083,10.077678,0.000000,25.781250,24.830000,30.000000,0.345535,0.000000,19.722005,0.000000,1.000000,0.455821,13.867000, 
0.054167,10.077459,0.000000,25.812500,24.830000,30.000000,0.344880,0.000000,19.712846,0.000000,1.000000,0.454967,13.841000, 
0.056250,10.077459,0.000000,25.843750,24.830000,30.000000,0.344236,0.000000,19.703688,0.000000,1.000000,0.454112,13.815000, 
0.058333,10.077241,0.000000,25.875000,24.830000,30.000000,0.343602,0.000000,19.694882,0.000000,1.000000,0.453290,13.790000, 
0.060417,10.077241,0.000000,25.906250,24.840000,30.000000,0.342928,0.000000,19.685358,0.000000,1.000000,0.452403,13.763000, 
0.062500,10.077023,0.000000,25.937500,24.840000,30.000000,0.342307,0.000000,19.676551,0.000000,1.000000,0.451581,13.738000, 
0.064583,10.077023,0.000000,25.968750,24.840000,30.000000,0.341708,0.000000,19.668098,0.000000,1.000000,0.450792,13.714000, 
0.066667,10.077023,0.000000,26.000000,24.840000,30.000000,0.341086,0.000000,19.659291,0.000000,1.000000,0.449970,13.689000, 
0.068750,10.076805,0.000000,26.031250,24.840000,30.000000,0.340463,0.000000,19.650485,0.000000,1.000000,0.449149,13.664000, 
0.070833,10.076805,0.000000,26.062500,24.840000,30.000000,0.339834,0.000000,19.641679,0.000000,1.000000,0.448327,13.639000, 
0.072917,10.076587,0.000000,26.093750,24.840000,30.000000,0.339210,0.000000,19.632873,0.000000,1.000000,0.447505,13.614000, 
0.075000,10.076587,0.000000,26.125000,24.840000,30.000000,0.338587,0.000000,19.624067,0.000000,1.000000,0.446683,13.589000, 
0.077083,10.076587,0.000000,26.156250,24.850000,30.000000,0.337984,0.000000,19.615599,0.000000,1.000000,0.445894,13.565000, 
0.079167,10.076368,0.000000,26.187500,24.850000,30.000000,0.337378,0.000000,19.607146,0.000000,1.000000,0.445106,13.541000, 
0.081250,10.076368,0.000000,26.218750,24.850000,30.000000,0.336809,0.000000,19.599044,0.000000,1.000000,0.444349,13.518000, 
0.083333,10.076150,0.000000,26.250000,24.850000,30.000000,0.336210,0.000000,19.590590,0.000000,1.000000,0.443561,13.494000, 
0.085417,10.076150,0.000000,26.281250,24.860000,30.000000,0.335608,0.000000,19.582123,0.000000,1.000000,0.442772,13.470000, 
0.087500,10.076150,0.000000,26.312500,24.860000,30.000000,0.335005,0.000000,19.573669,0.000000,1.000000,0.441983,13.446000, 
0.089583,10.075932,0.000000,26.343750,24.860000,30.000000,0.334429,0.000000,19.565567,0.000000,1.000000,0.441227,13.423000, 
0.091667,10.075932,0.000000,26.375000,24.860000,30.000000,0.333857,0.000000,19.557466,0.000000,1.000000,0.440471,13.400000, 
0.093750,10.075714,0.000000,26.406250,24.860000,30.000000,0.333261,0.000000,19.549012,0.000000,1.000000,0.439682,13.376000, 
0.095833,10.075714,0.000000,26.437500,24.860000,30.000000,0.332665,0.000000,19.540558,0.000000,1.000000,0.438893,13.352000, 
0.097917,10.075714,0.000000,26.468750,24.870000,30.000000,0.332087,0.000000,19.532443,0.000000,1.000000,0.438137,13.329000, 
0.100000,10.075496,0.000000,26.500000,24.870000,30.000000,0.331542,0.000000,19.524694,0.000000,1.000000,0.437414,13.307000, 
0.102083,10.075496,0.000000,26.531250,24.870000,30.000000,0.330966,0.000000,19.516592,0.000000,1.000000,0.436658,13.284000, 
0.104167,10.075496,0.000000,26.562500,24.870000,30.000000,0.330438,0.000000,19.509195,0.000000,1.000000,0.435967,13.263000, 
0.106250,10.075277,0.000000,26.593750,24.870000,30.000000,0.329943,0.000000,19.502151,0.000000,1.000000,0.435310,13.243000, 
0.108333,10.075277,0.000000,26.625000,24.870000,30.000000,0.329494,0.000000,19.495810,0.000000,1.000000,0.434718,13.225000, 
0.110417,10.075059,0.000000,26.656250,24.870000,30.000000,0.329035,0.000000,19.489470,0.000000,1.000000,0.434127,13.207000, 
0.112500,10.075059,0.000000,26.687500,24.880000,30.000000,0.328608,0.000000,19.483469,0.000000,1.000000,0.433568,13.190000, 
0.114583,10.075059,0.000000,26.718750,24.880000,30.000000,0.328167,0.000000,19.477128,0.000000,1.000000,0.432976,13.172000, 
0.116667,10.074841,0.000000,26.750000,24.880000,30.000000,0.327692,0.000000,19.470436,0.000000,1.000000,0.432352,13.153000, 
0.118750,10.074841,0.000000,26.781250,24.880000,30.000000,0.327212,0.000000,19.463743,0.000000,1.000000,0.431727,13.134000, 
0.120833,10.074841,0.000000,26.812500,24.880000,30.000000,0.326724,0.000000,19.456698,0.000000,1.000000,0.431070,13.114000, 
0.122917,10.074623,0.000000,26.843750,24.880000,30.000000,0.326196,0.000000,19.449301,0.000000,1.000000,0.430379,13.093000, 
0.125000,10.074623,0.000000,26.875000,24.880000,30.000000,0.325694,0.000000,19.442256,0.000000,1.000000,0.429722,13.073000, 
0.127083,10.074623,0.000000,26.906250,24.880000,30.000000,0.325187,0.000000,19.435212,0.000000,1.000000,0.429064,13.053000, 
0.129167,10.074405,0.000000,26.937500,24.880000,30.000000,0.324713,0.000000,19.428519,0.000000,1.000000,0.428440,13.034000, 
0.131250,10.074405,0.000000,26.968750,24.890000,30.000000,0.324217,0.000000,19.421461,0.000000,1.000000,0.427783,13.014000, 
0.133333,10.074405,0.000000,27.000000,24.890000,30.000000,0.323743,0.000000,19.414769,0.000000,1.000000,0.427158,12.995000, 
0.135417,10.074405,0.000000,27.031250,24.890000,30.000000,0.323269,0.000000,19.408076,0.000000,1.000000,0.426533,12.976000, 
0.137500,10.074186,0.000000,27.062500,24.890000,30.000000,0.322799,0.000000,19.401383,0.000000,1.000000,0.425909,12.957000, 
0.139583,10.074186,0.000000,27.093750,24.890000,30.000000,0.322319,0.000000,19.394691,0.000000,1.000000,0.425284,12.938000, 
0.141667,10.074186,0.000000,27.125000,24.890000,30.000000,0.321845,0.000000,19.387998,0.000000,1.000000,0.424660,12.919000, 
0.143750,10.073968,0.000000,27.156250,24.900000,30.000000,0.321371,0.000000,19.381293,0.000000,1.000000,0.424035,12.900000, 
0.145833,10.073968,0.000000,27.187500,24.900000,30.000000,0.320917,0.000000,19.374953,0.000000,1.000000,0.423444,12.882000, 
0.147917,10.073968,0.000000,27.218750,24.900000,30.000000,0.320441,0.000000,19.368260,0.000000,1.000000,0.422819,12.863000, 
0.150000,10.073750,0.000000,27.250000,24.900000,30.000000,0.319947,0.000000,19.361215,0.000000,1.000000,0.422162,12.843000, 
0.152083,10.073750,0.000000,27.281250,24.900000,30.000000,0.319476,0.000000,19.354523,0.000000,1.000000,0.421537,12.824000, 
0.154167,10.073750,0.000000,27.312500,24.900000,30.000000,0.319026,0.000000,19.348182,0.000000,1.000000,0.420945,12.806000, 
0.156250,10.073750,0.000000,27.343750,24.900000,30.000000,0.318555,0.000000,19.341490,0.000000,1.000000,0.420321,12.787000, 
0.158333,10.073532,0.000000,27.375000,24.910000,30.000000,0.318063,0.000000,19.334785,0.000000,1.000000,0.419696,12.768000, 
0.160417,10.073532,0.000000,27.406250,24.910000,30.000000,0.317591,0.000000,19.328092,0.000000,1.000000,0.419072,12.749000, 
0.162500,10.073532,0.000000,27.437500,24.910000,30.000000,0.317128,0.000000,19.321400,0.000000,1.000000,0.418447,12.730000, 
0.164583,10.073532,0.000000,27.468750,24.910000,30.000000,0.316649,0.000000,19.314707,0.000000,1.000000,0.417823,12.711000, 
0.166667,10.073314,0.000000,27.500000,24.910000,30.000000,0.316168,0.000000,19.308015,0.000000,1.000000,0.417198,12.692000, 
0.168750,10.073314,0.000000,27.531250,24.910000,30.000000,0.315728,0.000000,19.301674,0.000000,1.000000,0.416606,12.674000, 
0.170833,10.073314,0.000000,27.562500,24.910000,30.000000,0.315247,0.000000,19.294982,0.000000,1.000000,0.415982,12.655000, 
0.172917,10.073095,0.000000,27.593750,24.920000,30.000000,0.314774,0.000000,19.288277,0.000000,1.000000,0.415357,12.636000, 
0.175000,10.073095,0.000000,27.625000,24.920000,30.000000,0.314346,0.000000,19.282289,0.000000,1.000000,0.414799,12.619000, 
0.177083,10.073095,0.000000,27.656250,24.920000,30.000000,0.313899,0.000000,19.275948,0.000000,1.000000,0.414207,12.601000, 
0.179167,10.073095,0.000000,27.687500,24.920000,30.000000,0.313453,0.000000,19.269608,0.000000,1.000000,0.413615,12.583000, 
0.181250,10.072877,0.000000,27.718750,24.920000,30.000000,0.313023,0.000000,19.263620,0.000000,1.000000,0.413056,12.566000, 
0.183333,10.072877,0.000000,27.750000,24.920000,30.000000,0.312574,0.000000,19.257280,0.000000,1.000000,0.412465,12.548000, 
0.185417,10.072877,0.000000,27.781250,24.920000,30.000000,0.312152,0.000000,19.251292,0.000000,1.000000,0.411906,12.531000, 
0.187500,10.072659,0.000000,27.812500,24.920000,30.000000,0.311703,0.000000,19.244951,0.000000,1.000000,0.411314,12.513000, 
0.189583,10.072659,0.000000,27.843750,24.930000,30.000000,0.311269,0.000000,19.238951,0.000000,1.000000,0.410755,12.496000, 
0.191667,10.072659,0.000000,27.875000,24.930000,30.000000,0.310846,0.000000,19.232963,0.000000,1.000000,0.410197,12.479000, 
0.193750,10.072659,0.000000,27.906250,24.930000,30.000000,0.310425,0.000000,19.226975,0.000000,1.000000,0.409638,12.462000, 
0.195833,10.072441,0.000000,27.937500,24.930000,30.000000,0.310026,0.000000,19.221339,0.000000,1.000000,0.409112,12.446000, 
0.197917,10.072441,0.000000,27.968750,24.930000,30.000000,0.309601,0.000000,19.215351,0.000000,1.000000,0.408553,12.429000, 
0.200000,10.072441,0.000000,28.000000,24.930000,30.000000,0.309201,0.000000,19.209715,0.000000,1.000000,0.408027,12.413000, 
0.202083,10.072441,0.000000,28.031250,24.930000,30.000000,0.308777,0.000000,19.203727,0.000000,1.000000,0.407468,12.396000, 
0.204167,10.072441,0.000000,28.062500,24.930000,30.000000,0.308407,0.000000,19.198444,0.000000,1.000000,0.406975,12.381000, 
0.206250,10.072223,0.000000,28.093750,24.940000,30.000000,0.307978,0.000000,19.192444,0.000000,1.000000,0.406416,12.364000, 
0.208333,10.072223,0.000000,28.125000,24.940000,30.000000,0.307580,0.000000,19.186808,0.000000,1.000000,0.405890,12.348000, 
0.210417,10.072223,0.000000,28.156250,24.940000,30.000000,0.307182,0.000000,19.181172,0.000000,1.000000,0.405365,12.332000, 
0.212500,10.072223,0.000000,28.187500,24.940000,30.000000,0.306782,0.000000,19.175536,0.000000,1.000000,0.404839,12.316000, 
0.214583,10.072004,0.000000,28.218750,24.940000,30.000000,0.306378,0.000000,19.169900,0.000000,1.000000,0.404313,12.300000, 
0.216667,10.072004,0.000000,28.250000,24.940000,30.000000,0.306009,0.000000,19.164617,0.000000,1.000000,0.403820,12.285000, 
0.218750,10.072004,0.000000,28.281250,24.940000,30.000000,0.305631,0.000000,19.159333,0.000000,1.000000,0.403327,12.270000, 
0.220833,10.072004,0.000000,28.312500,24.950000,30.000000,0.305230,0.000000,19.153685,0.000000,1.000000,0.402801,12.254000, 
0.222917,10.072004,0.000000,28.343750,24.950000,30.000000,0.304855,0.000000,19.148402,0.000000,1.000000,0.402308,12.239000, 
0.225000,10.071786,0.000000,28.375000,24.950000,30.000000,0.304483,0.000000,19.143118,0.000000,1.000000,0.401814,12.224000, 
0.227083,10.071786,0.000000,28.406250,24.950000,30.000000,0.304130,0.000000,19.138187,0.000000,1.000000,0.401354,12.210000, 
0.229167,10.071786,0.000000,28.437500,24.950000,30.000000,0.303762,0.000000,19.132904,0.000000,1.000000,0.400861,12.195000, 
0.231250,10.071786,0.000000,28.468750,24.950000,30.000000,0.303377,0.000000,19.127620,0.000000,1.000000,0.400368,12.180000, 
0.233333,10.071786,0.000000,28.500000,24.960000,30.000000,0.303026,0.000000,19.122677,0.000000,1.000000,0.399908,12.166000, 
0.235417,10.071568,0.000000,28.531250,24.960000,30.000000,0.302653,0.000000,19.117393,0.000000,1.000000,0.399415,12.151000, 
0.237500,10.071568,0.000000,28.562500,24.960000,30.000000,0.302306,0.000000,19.112462,0.000000,1.000000,0.398955,12.137000, 
0.239583,10.071568,0.000000,28.593750,24.960000,30.000000,0.301954,0.000000,19.107531,0.000000,1.000000,0.398495,12.123000, 
0.241667,10.071568,0.000000,28.625000,24.960000,30.000000,0.301598,0.000000,19.102599,0.000000,1.000000,0.398034,12.109000, 
0.243750,10.071568,0.000000,28.656250,24.960000,30.000000,0.301271,0.000000,19.098020,0.000000,1.000000,0.397607,12.096000, 
0.245833,10.071568,0.000000,28.687500,24.960000,30.000000,0.300949,0.000000,19.093441,0.000000,1.000000,0.397180,12.083000, 
0.247917,10.071350,0.000000,28.718750,24.970000,30.000000,0.300648,0.000000,19.089203,0.000000,1.000000,0.396785,12.071000, 
0.250000,10.071350,0.000000,28.750000,24.970000,30.000000,0.300330,0.000000,19.084624,0.000000,1.000000,0.396358,12.058000, 
0.252083,10.071350,0.000000,28.781250,24.970000,30.000000,0.299973,0.000000,19.079692,0.000000,1.000000,0.395898,12.044000, 
0.254167,10.071350,0.000000,28.812500,24.970000,30.000000,0.299627,0.000000,19.074761,0.000000,1.000000,0.395438,12.030000, 
0.256250,10.071350,0.000000,28.843750,24.970000,30.000000,0.299272,0.000000,19.069830,0.000000,1.000000,0.394977,12.016000, 
0.258333,10.071350,0.000000,28.875000,24.980000,30.000000,0.298888,0.000000,19.064534,0.000000,1.000000,0.394484,12.001000, 
0.260417,10.071132,0.000000,28.906250,24.980000,30.000000,0.298541,0.000000,19.059603,0.000000,1.000000,0.394024,11.987000, 
0.262500,10.071132,0.000000,28.937500,24.980000,30.000000,0.298170,0.000000,19.054320,0.000000,1.000000,0.393531,11.972000, 
0.264583,10.071132,0.000000,28.968750,24.980000,30.000000,0.297767,0.000000,19.048684,0.000000,1.000000,0.393005,11.956000, 
0.266667,10.071132,0.000000,29.000000,24.980000,30.000000,0.297395,0.000000,19.043400,0.000000,1.000000,0.392512,11.941000, 
0.268750,10.071132,0.000000,29.031250,24.990000,30.000000,0.297042,0.000000,19.038457,0.000000,1.000000,0.392052,11.927000, 
0.270833,10.071132,0.000000,29.062500,24.990000,30.000000,0.296718,0.000000,19.033878,0.000000,1.000000,0.391624,11.914000, 
0.272917,10.071132,0.000000,29.093750,24.990000,30.000000,0.296384,0.000000,19.029299,0.000000,1.000000,0.391197,11.901000, 
0.275000,10.070913,0.000000,29.125000,24.990000,30.000000,0.296061,0.000000,19.024720,0.000000,1.000000,0.390770,11.888000, 
0.277083,10.070913,0.000000,29.156250,25.000000,30.000000,0.295759,0.000000,19.020482,0.000000,1.000000,0.390375,11.876000, 
0.279167,10.070913,0.000000,29.187500,25.000000,30.000000,0.295483,0.000000,19.016607,0.000000,1.000000,0.390014,11.865000, 
0.281250,10.070913,0.000000,29.218750,25.000000,30.000000,0.295206,0.000000,19.012733,0.000000,1.000000,0.389652,11.854000, 
0.283333,10.070913,0.000000,29.250000,25.000000,30.000000,0.294924,0.000000,19.008858,0.000000,1.000000,0.389291,11.843000, 
0.285417,10.070913,0.000000,29.281250,25.010000,30.000000,0.294649,0.000000,19.004972,0.000000,1.000000,0.388929,11.832000, 
0.287500,10.070913,0.000000,29.312500,25.010000,30.000000,0.294398,0.000000,19.001450,0.000000,1.000000,0.388600,11.822000, 
0.289583,10.070913,0.000000,29.343750,25.010000,30.000000,0.294149,0.000000,18.997927,0.000000,1.000000,0.388272,11.812000, 
0.291667,10.070695,0.000000,29.375000,25.020000,30.000000,0.293945,0.000000,18.995098,0.000000,1.000000,0.388009,11.804000, 
0.293750,10.070695,0.000000,29.406250,25.020000,30.000000,0.293768,0.000000,18.992632,0.000000,1.000000,0.387779,11.797000, 
0.295833,10.070695,0.000000,29.437500,25.020000,30.000000,0.293561,0.000000,18.989814,0.000000,1.000000,0.387516,11.789000, 
0.297917,10.070695,0.000000,29.468750,25.030000,30.000000,0.293390,0.000000,18.987337,0.000000,1.000000,0.387286,11.782000, 
0.300000,10.070695,0.000000,29.500000,25.030000,30.000000,0.293187,0.000000,18.984519,0.000000,1.000000,0.387023,11.774000, 
0.302083,10.070695,0.000000,29.531250,25.030000,30.000000,0.292951,0.000000,18.981349,0.000000,1.000000,0.386727,11.765000, 
0.304167,10.070695,0.000000,29.562500,25.030000,30.000000,0.292702,0.000000,18.977827,0.000000,1.000000,0.386398,11.755000, 
0.306250,10.070695,0.000000,29.593750,25.040000,30.000000,0.292496,0.000000,18.974997,0.000000,1.000000,0.386135,11.747000, 
0.308333,10.070695,0.000000,29.625000,25.040000,30.000000,0.292273,0.000000,18.971827,0.000000,1.000000,0.385839,11.738000, 
0.310417,10.070695,0.000000,29.656250,25.040000,30.000000,0.292069,0.000000,18.969010,0.000000,1.000000,0.385576,11.730000, 
0.312500,10.070695,0.000000,29.687500,25.050000,30.000000,0.291892,0.000000,18.966532,0.000000,1.000000,0.385346,11.723000, 
0.314583,10.070695,0.000000,29.718750,25.050000,30.000000,0.291684,0.000000,18.963715,0.000000,1.000000,0.385083,11.715000, 
0.316667,10.070695,0.000000,29.750000,25.060000,30.000000,0.291479,0.000000,18.960885,0.000000,1.000000,0.384820,11.707000, 
0.318750,10.070477,0.000000,29.781250,25.060000,30.000000,0.291310,0.000000,18.958420,0.000000,1.000000,0.384590,11.700000, 
0.320833,10.070477,0.000000,29.812500,25.070000,30.000000,0.291132,0.000000,18.955942,0.000000,1.000000,0.384360,11.693000, 
0.322917,10.070477,0.000000,29.843750,25.070000,30.000000,0.290948,0.000000,18.953477,0.000000,1.000000,0.384130,11.686000, 
0.325000,10.070477,0.000000,29.875000,25.070000,30.000000,0.290766,0.000000,18.951011,0.000000,1.000000,0.383900,11.679000, 
0.327083,10.070477,0.000000,29.906250,25.080000,30.000000,0.290616,0.000000,18.948886,0.000000,1.000000,0.383703,11.673000, 
0.329167,10.070477,0.000000,29.937500,25.080000,30.000000,0.290440,0.000000,18.946421,0.000000,1.000000,0.383472,11.666000, 
0.331250,10.070477,0.000000,29.968750,25.090000,30.000000,0.290281,0.000000,18.944296,0.000000,1.000000,0.383275,11.660000, 
0.333333,10.070477,0.000000,30.000000,25.090000,30.000000,0.290130,0.000000,18.942182,0.000000,1.000000,0.383078,11.654000, 
0.335417,10.070477,0.000000,30.031250,25.090000,30.000000,0.290009,0.000000,18.940421,0.000000,1.000000,0.382914,11.649000, 
0.337500,10.070477,0.000000,30.062500,25.100000,30.000000,0.289849,0.000000,18.938296,0.000000,1.000000,0.382716,11.643000, 
0.339583,10.070477,0.000000,30.093750,25.100000,30.000000,0.289713,0.000000,18.936535,0.000000,1.000000,0.382552,11.638000, 
0.341667,10.070477,0.000000,30.125000,25.110000,30.000000,0.289565,0.000000,18.934410,0.000000,1.000000,0.382355,11.632000, 
0.343750,10.070477,0.000000,30.156250,25.110000,30.000000,0.289436,0.000000,18.932649,0.000000,1.000000,0.382191,11.627000, 
0.345833,10.070477,0.000000,30.187500,25.110000,30.000000,0.289281,0.000000,18.930536,0.000000,1.000000,0.381993,11.621000, 
0.347917,10.070477,0.000000,30.218750,25.120000,30.000000,0.289156,0.000000,18.928763,0.000000,1.000000,0.381829,11.616000, 
0.350000,10.070477,0.000000,30.250000,25.120000,30.000000,0.288997,0.000000,18.926650,0.000000,1.000000,0.381632,11.610000, 
0.352083,10.070477,0.000000,30.281250,25.130000,30.000000,0.288850,0.000000,18.924525,0.000000,1.000000,0.381434,11.604000, 
0.354167,10.070477,0.000000,30.312500,25.130000,30.000000,0.288684,0.000000,18.922412,0.000000,1.000000,0.381237,11.598000, 
0.356250,10.070477,0.000000,30.343750,25.140000,30.000000,0.288528,0.000000,18.920287,0.000000,1.000000,0.381040,11.592000, 
0.358333,10.070477,0.000000,30.375000,25.140000,30.000000,0.288345,0.000000,18.917822,0.000000,1.000000,0.380810,11.585000, 
0.360417,10.070477,0.000000,30.406250,25.150000,30.000000,0.288198,0.000000,18.915697,0.000000,1.000000,0.380613,11.579000, 
0.362500,10.070477,0.000000,30.437500,25.150000,30.000000,0.288040,0.000000,18.913583,0.000000,1.000000,0.380415,11.573000, 
0.364583,10.070477,0.000000,30.468750,25.160000,30.000000,0.287886,0.000000,18.911459,0.000000,1.000000,0.380218,11.567000, 
0.366667,10.070477,0.000000,30.500000,25.160000,30.000000,0.287758,0.000000,18.909698,0.000000,1.000000,0.380054,11.562000, 
0.368750,10.070477,0.000000,30.531250,25.170000,30.000000,0.287598,0.000000,18.907573,0.000000,1.000000,0.379857,11.556000, 
0.370833,10.070477,0.000000,30.562500,25.180000,30.000000,0.287449,0.000000,18.905448,0.000000,1.000000,0.379659,11.550000, 
0.372917,10.070477,0.000000,30.593750,25.180000,30.000000,0.287314,0.000000,18.903687,0.000000,1.000000,0.379495,11.545000, 
0.375000,10.070477,0.000000,30.625000,25.190000,30.000000,0.287164,0.000000,18.901562,0.000000,1.000000,0.379298,11.539000, 
0.377083,10.070477,0.000000,30.656250,25.190000,30.000000,0.287034,0.000000,18.899801,0.000000,1.000000,0.379134,11.534000, 
0.379167,10.070477,0.000000,30.687500,25.200000,30.000000,0.286904,0.000000,18.898029,0.000000,1.000000,0.378969,11.529000, 
0.381250,10.070477,0.000000,30.718750,25.200000,30.000000,0.286772,0.000000,18.896268,0.000000,1.000000,0.378805,11.524000, 
0.383333,10.070477,0.000000,30.750000,25.210000,30.000000,0.286664,0.000000,18.894847,0.000000,1.000000,0.378673,11.520000, 
0.385417,10.070477,0.000000,30.781250,25.210000,30.000000,0.286539,0.000000,18.893086,0.000000,1.000000,0.378509,11.515000, 
0.387500,10.070477,0.000000,30.812500,25.220000,30.000000,0.286428,0.000000,18.891666,0.000000,1.000000,0.378377,11.511000, 
0.389583,10.070477,0.000000,30.843750,25.220000,30.000000,0.286331,0.000000,18.890257,0.000000,1.000000,0.378246,11.507000, 
0.391667,10.070477,0.000000,30.875000,25.230000,30.000000,0.286195,0.000000,18.888485,0.000000,1.000000,0.378082,11.502000, 
0.393750,10.070477,0.000000,30.906250,25.230000,30.000000,0.286115,0.000000,18.887428,0.000000,1.000000,0.377983,11.499000, 
0.395833,10.070477,0.000000,30.937500,25.240000,30.000000,0.286034,0.000000,18.886360,0.000000,1.000000,0.377884,11.496000, 
0.397917,10.070695,0.000000,30.968750,25.240000,30.000000,0.285928,0.000000,18.884951,0.000000,1.000000,0.377753,11.492000, 
0.400000,10.070695,0.000000,31.000000,25.250000,30.000000,0.285851,0.000000,18.883883,0.000000,1.000000,0.377654,11.489000, 
0.402083,10.070695,0.000000,31.031250,25.260000,30.000000,0.285740,0.000000,18.882463,0.000000,1.000000,0.377523,11.485000, 
0.404167,10.070695,0.000000,31.062500,25.260000,30.000000,0.285655,0.000000,18.881406,0.000000,1.000000,0.377424,11.482000, 
0.406250,10.070695,0.000000,31.093750,25.270000,30.000000,0.285576,0.000000,18.880338,0.000000,1.000000,0.377326,11.479000, 
0.408333,10.070695,0.000000,31.125000,25.280000,30.000000,0.285503,0.000000,18.879270,0.000000,1.000000,0.377227,11.476000, 
0.410417,10.070695,0.000000,31.156250,25.280000,30.000000,0.285415,0.000000,18.878214,0.000000,1.000000,0.377128,11.473000, 
0.412500,10.070695,0.000000,31.187500,25.290000,30.000000,0.285356,0.000000,18.877498,0.000000,1.000000,0.377063,11.471000, 
0.414583,10.070695,0.000000,31.218750,25.300000,30.000000,0.285302,0.000000,18.876782,0.000000,1.000000,0.376997,11.469000, 
0.416667,10.070695,0.000000,31.250000,25.300000,30.000000,0.285245,0.000000,18.876077,0.000000,1.000000,0.376931,11.467000, 
0.418750,10.070695,0.000000,31.281250,25.310000,30.000000,0.285161,0.000000,18.875009,0.000000,1.000000,0.376833,11.464000, 
0.420833,10.070695,0.000000,31.312500,25.320000,30.000000,0.285111,0.000000,18.874294,0.000000,1.000000,0.376767,11.462000, 
0.422917,10.070913,0.000000,31.343750,25.320000,30.000000,0.285024,0.000000,18.873237,0.000000,1.000000,0.376668,11.459000, 
